transaction,from,to,gas,gas used,cumulative gas used,transaction value
transaction,from,to,gas,gas used,cumulative gas used,transaction value,contract code url,contract value
0x3f58904649a9b79aff18c4550486513a21eb53c487c4050b3d95b545072d5c34,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,68991,68991,1e-18,,7.3357e-14
0x3f5a823c52931602b8ddf997bac9bac1795d0cad78dcf863ce2ad50789c94e24,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,90000,90000,1361690,0.0,,0.0
0x3f68c5c1581a89b1124511ab2065c0b87d0d38d0b3e8df8b4ce0ee54ca0c1d46,0xe422763a8ccb24110f1574e354f07605137c1fa1,0x2faa316fc4624ec39adc2ef7b5301124cfb68777,2500000,2500000,2689000,0.0,,10.2128
0x3f71ac08ed96aba72de39c226f8c96480e4d9df3c102f36bf8dfcd9d0c2a7994,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,69055,207101,1e-18,,7.3357e-14
0x3f7bc1354c3062243465a35a635da42c4efecb21ea3a053150866ed58a6a4db4,0x43cc7df71013f52aecdd86aaf34532fea215c248,0xe3458c5692f5c272b391225f2cddd2d6e1f75c9d,90000,90000,111000,0.93,,0.0
0x3f8b7224f591937615efafe4bd17ec7b4f205e493542a2ad603f2e0a1185aa97,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,68991,337039,1e-18,,7.3357e-14
0x3f97c969ddf71f515ce5373b1f8e76e9fd7016611d8ce455881009414301789e,0x834e9b529ac9fa63b39a06f8d8c9b0d6791fa5df,0x109c4f2ccc82c4d77bde15f306707320294aea3f,103858,103858,103858,1.0,,9.0
0x3f9808fd8800e6378729722c2035d375e5963ec243f51c08dc4e7961c0a6c82e,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,69055,69055,1e-18,,7.3357e-14
0x3f9f3867e7a1fe0af15bd418ea5f26349488031ffb37ec01684a7ea3472fd1fd,0xe422763a8ccb24110f1574e354f07605137c1fa1,0x2faa316fc4624ec39adc2ef7b5301124cfb68777,2500000,2500000,2658344,0.0,,10.2128
0x3fa5b898bf09501c259ed9b9ee0cc784c6c9ef5a5fdba5a6fd8a8343b9809034,0x6b925dd5d8ed6132ab6d0860b82c44e1a51f1fee,0x109c4f2ccc82c4d77bde15f306707320294aea3f,500000,500000,521612,1.0,,9.0
0x3faea6a42ae1ef2eb55027abc18ed56c4958e96473c39cb33678b3ab49590eb1,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,2274752,0.0,,0.0
0x3faf849c2bb922b63681046befebf70633b192456372f3bc4b3f75731e3ff53c,0x39afc3556daa4d11a0a8f16ec1a490cd84aa6945,0x39d452c119191361c71d45f040fdf173228ac11a,90000,32528,32528,0.039851,,0.0
0x3fb08ec8b40fb758dc03caef9330d24da73576154ad28ede479dff2b68a7a9a8,0xe422763a8ccb24110f1574e354f07605137c1fa1,0x2faa316fc4624ec39adc2ef7b5301124cfb68777,2500000,2500000,2500000,0.0,,10.2128
0x3fba98d26eaae474c011737e06bc3fdb9bc638f9ff05d5c17c0bc14375d0566e,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,95000,0.0,,0.0
0x3fc02f0ec04f94269a5d2151c8c84a659e2b8620905f64484886477d290fec07,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,69055,579360,1e-18,,7.3357e-14
0x3fcd4ca11a157c6414acb1bed2de7aee23d78e6607ac73dcb968b45ee6f8464e,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,2193200,0.0,,0.0
0x3fd127ec69118d4e1b3d03e2ac9472b51d97f26f201896a4fd8108c5dd6e4945,0x54daeb3e8a6bbc797e4ad2b0339f134b186e4637,0xbaa54d6e90c3f4d7ebec11bd180134c7ed8ebb52,500000,500000,500000,0.1,,1.16e-16
0x3fd54902f146331d56d97b7b98e06db94699076800924291d24c7f2b79f9cf78,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,90000,90000,507000,0.0,,0.0
0x3fd73112eddaeb5b5c1bf09f197a58b05615c9dfa8d7087b6e312fa898042aa4,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,68991,345083,1e-18,,7.3357e-14
0x3fda26cf17653b5934c0bccbae1694134bc77215ba5414d783878d1bad48d32b,0x54daeb3e8a6bbc797e4ad2b0339f134b186e4637,0xbaa54d6e90c3f4d7ebec11bd180134c7ed8ebb52,500000,500000,1021000,0.1,,1.16e-16
0x3fdfb87bf50f7a0c909679db66562b4affaccf9a34e640185504c052b4a651b8,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,2033115,0.0,,0.0
0x3fe3d9651afe55f244effd66e805b869bd0c5c1249151ea4d9550c8eef9a1aaa,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,68927,228037,1e-18,,7.3357e-14
0x3feaa951df48a27b546f96d13d381bbe3f3bf953e15d2a7d94f5a08a669d85c8,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,69055,251960,1e-18,,7.3357e-14
0x3ff2fd8c95aee8da0d6c50d74fb9056da1d05bb99a66ff48f217669abeb36ae3,0xe422763a8ccb24110f1574e354f07605137c1fa1,0x2faa316fc4624ec39adc2ef7b5301124cfb68777,2500000,2500000,2542000,0.0,,10.2128
0x4000eb70c2d89260fffcea10b57a87dfc01e719bbc51049ca8d51083c7713bdc,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,69055,207101,1e-18,,7.3357e-14
0x40114ce6aa36ef0ae67526213eee1580b2d805cd3288c138b1c09ef777e32f27,0x54daeb3e8a6bbc797e4ad2b0339f134b186e4637,0xbaa54d6e90c3f4d7ebec11bd180134c7ed8ebb52,500000,500000,3000000,0.1,,1.16e-16
0x401dcd9f262e4da692f8f4e1a63d593cfcf9fd6be87c15d2c97abafc4054a67d,0x26588a9301b0428d95e6fc3a5024fce8bec12d51,0x02367b528b90b49f1b28c686fd5970ed9cb328b7,200000,200000,200000,0.0,,0.0
0x401f092425e64f419137632c7adee9015d93dda618a7f573dffd614857ea688a,0x691a6ded47b4c56af5e8d0b7075c6e15fef27d2b,0x41b1f05abc05bf3ae5d0befd493b0ff94b192f71,89280,89280,89280,0.0,,0.118
0x404650e73f0ac4db39e7a0af9d6c3d6a3736be18b6a1203117391b593bf429c7,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,1943446,0.0,,0.0
0x404683c83e6d43bcbae866a004b4c4b661dbea40d3c9f4f670f89bb93daf6b63,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,69055,623597,1e-18,,7.3357e-14
0x4051635ed63e060df0e9a0466bdac7b0b5be9db1f1d91871c411167698f455d1,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,90000,90000,270000,0.0,,0.0
0x406c5c3039c9ae89631e538245dd8bb45e634f91ca456abd5887e9ec0f6ebd93,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,69055,270101,1e-18,,7.3357e-14
0x4071691cf3b8411769aea9699d1ae0729eb65c5817f661cd8fef87650766f3bb,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,2154922,0.0,,0.0
0x4082d89f1a2b0d38ebde71d16c466ce1708976c755a0d3f59081d71f36c436a2,0xe422763a8ccb24110f1574e354f07605137c1fa1,0x2faa316fc4624ec39adc2ef7b5301124cfb68777,2500000,2500000,2500000,0.0,,10.2128
0x4084ff394cf5aa957ce4b204545fa3bf30eaf6ecf95b78c397e55d8b9c606924,0x6f6c9c5e881653d167444b0a88b8d0fa93b1aca5,0x7de5aba7de728950c92c57d08e20d4077161f12f,250000,250000,250000,1e-18,,8.789e-14
0x408ba86551f30f3874206ab33a3c8e4675937043033ecae6a20d6cbbcef5dcc5,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,90000,90000,900000,0.0,,0.0
0x408e9fbe00cab8ab345ae9ad3ac161ae19cb13063071081ad1bfa37577a0d4d7,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,68991,207037,1e-18,,7.3357e-14
0x409800ed82667f5f60214fc1c940976e23c8a1749b6da7cc3a2111715640f828,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,1430424,0.0,,0.0
0x40a53c78b912270ed0cf91c07874d92007aa77c37d71cbc4fcdc4a5e787973b0,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,1547606,0.0,,0.0
0x40ab1a056145711899bcc1d549faf195322daf4109a00e446f37ae375949aa0f,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,90000,90000,1181754,0.0,,0.0
0x40aefd26e351f3464f1a3da0d13292d20b355cc05b21dbabf7d722753642bb89,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,563345,0.0,,0.0
0x40c4db04466a38221dbf6680418f477f8316bc827b68b19902c44d6552e33bf7,0xe422763a8ccb24110f1574e354f07605137c1fa1,0x2faa316fc4624ec39adc2ef7b5301124cfb68777,2500000,2500000,2500000,0.0,,10.2128
0x40ca224f1c09d328d6be6b9002a1dfb041f6cd6584ad968b1e528ed80a35aa1c,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,2298746,0.0,,0.0
0x40d12edfe365a018bd8dbef508f532e9b829ef6beebc00be40b1ee20b88ff848,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,1357156,0.0,,0.0
0x40dfeac2e9ea8124e3eeeedaf6650bcee8ab465b0d0061291f724509802d915d,0x54daeb3e8a6bbc797e4ad2b0339f134b186e4637,0xbaa54d6e90c3f4d7ebec11bd180134c7ed8ebb52,500000,500000,2500000,0.1,,1.16e-16
0x40ebce9418d033a5d1bc09f319497e7cd3fa63cce096ba5c9c53d57f1d8f69a2,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,699578,0.0,,0.0
0x40f88db6e831dbd14a88f76bca26ccfaeed6881b3f9f671d9dc2432dbea136c8,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,69055,69055,1e-18,,7.3357e-14
0x40fffecafff71794e0658a28c18ded94ba87398af07662e71bb1d80c8b05623c,0x54daeb3e8a6bbc797e4ad2b0339f134b186e4637,0xbaa54d6e90c3f4d7ebec11bd180134c7ed8ebb52,500000,500000,2000000,0.1,,1.16e-16
0x4103a0c5707462ea28cabdb70eac192846bda0dcb2e2c41254b5e4425f3b06d4,0xe062eb6dc7e82d47599bcab18dfa001e2d46656c,0x7de5aba7de728950c92c57d08e20d4077161f12f,250000,250000,250000,1e-18,,8.789e-14
0x412a0ea1b12d2dce407ce85fe9f5ea84405ff8b5eaae08af0bd152878c054656,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,90000,90000,582000,0.0,,0.0
0x412d295ab994a06a68af605b5f4ba6f873eb3007be8676593616401f49719f46,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,762584,0.0,,0.0
0x4137660274c49f9da4f0525253822d5d53c9f0fd4e424082d3d2d27e33a8b8ad,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,69055,180310,1e-18,,7.3357e-14
0x414201b2cdff55e8318487f65ede6d7ed3cde06054ecf68f684a41113e46cc17,0x54daeb3e8a6bbc797e4ad2b0339f134b186e4637,0xbaa54d6e90c3f4d7ebec11bd180134c7ed8ebb52,500000,500000,2500000,0.1,,1.16e-16
0x4144f5713e0a6aaf9bd9769bfdce7ab513acc2d7f40754ab374727ae9af01837,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,90000,90000,630000,0.0,,0.0
0x4154fc19764881be2bd31d207c1cbf6210c12252821a9c93515b9c9cac928d60,0xa1461346b9860efc74db5fc6e248e8e0b627f29c,0x7de5aba7de728950c92c57d08e20d4077161f12f,250000,250000,250000,1e-18,,8.789e-14
0x41982f2c13692738d446f05f6e86af6c990743e144e72afdd371ce3f11360e2b,0x94b4ea2caa897785bb092ab92caa27081ef32c82,0xa327075af2a223a1c83a36ada1126afe7430f955,500000,500000,556829,10.0,,130.0
0x4199ea83ce58d26447bab92f7cf5408f5b1fbfd7017b4d8ac53b74f8094a120c,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,69055,345211,1e-18,,7.3357e-14
0x419e7a60a75037b788cb64a36c327708a55654c49e1bc6c0256fbed720eeb3bd,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,68991,198929,1e-18,,7.3357e-14
0x41a2480bc8761628e2c7ec997eb32640bcd3a4fe4dd19eb5ba78b31df11c4e33,0xe422763a8ccb24110f1574e354f07605137c1fa1,0x2faa316fc4624ec39adc2ef7b5301124cfb68777,2500000,2500000,2500000,0.0,,10.2128
0x41a2adafbfa5b082c751f3fe7db4e62b6caabc6675ae6fcb6eccdcb35a4d8777,0x26588a9301b0428d95e6fc3a5024fce8bec12d51,0xbfe917ae798252c43b970c40105812b1130e2f3f,200000,200000,200000,0.0,,0.002
0x41b477bf425774f664ebc40e4c7aa4e7a236a5110d6c7252ab4bfc34bc98efca,0xd3f2172c1bfc6c1a1c0d39b2503f8fbfc4cca36b,0x7de5aba7de728950c92c57d08e20d4077161f12f,250000,250000,250000,1e-18,,8.789e-14
0x41bdcc4a73df510ce2a6339c059c031749c5cf9c820ef709d68a6ccd1017bad2,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,333888,0.0,,0.0
0x41c171cf268bac690729274ca082173c513c4fddd8cb5ea1319f7ae6929632d4,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,90000,90000,2669380,0.0,,0.0
0x41c3486edbef9609de91817f418612239819241a685294a9112a4a0cfdd9fcf7,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,2024420,0.0,,0.0
0x41d1fa70b87a1d5ef87e0983fefd0474e930fb9883af9f41fbae202573a81024,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,69055,69055,1e-18,,7.3357e-14
0x41f1b23cd609ae6b342ba0f80f8270da239e45446e304f9d669a2496705ba688,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,2330194,0.0,,0.0
0x420c9b3b05b3f781db06948643dc2aaca62b3a90c523dde28c4fd38d1566557c,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,284000,0.0,,0.0
0x421391d64ae6707ae197ca19f9144f7e3e50dae785944997ded15978f33c3def,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,69055,276028,1e-18,,7.3357e-14
0x4219a4df2911c64e3e6eb70d9d7abfc02c6ab23ea60cc21ae9eb329b72ec91bf,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,69055,741184,1e-18,,7.3357e-14
0x421b275c5796ed7b4bc56dd47d24a22f050c501e55f6e2c1d69e1fa86dc68b8e,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,284000,0.0,,0.0
0x422208999e2f14476ada16dcd2ce80fee6334ab3224391f26c0af5e2ee2d669a,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,2407516,0.0,,0.0
0x422d30be5c362cc0d1d1b3ecf0135ce6cb24660824250433c190ffa986e37861,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,90000,90000,1721690,0.0,,0.0
0x422f13aae463f368ab6fe3b6d5efe074a32cbd65c85f0240f166c8016ccd7abf,0x147013436bd5c7def49a8e27c7fba8ac2b9dfe1f,0x480d57dbf6c3b49916b9325e2c5ed92401c54efc,90000,90000,153000,0.0,,0.04
0x4230c6476fc3d9bba316c3f5036d9d30d6c9c5eba7bc744896047bf73a5b550f,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,69055,345211,1e-18,,7.3357e-14
0x4231b251b9f9a408d878b0575a898251d6af5901e2ec986cc37a056a2a1e95fc,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,1823746,0.0,,0.0
0x423300e6392491a6d11231312cb5cf8bb6824956c665b668060201f1340e25e7,0x6f6c9c5e881653d167444b0a88b8d0fa93b1aca5,0x7de5aba7de728950c92c57d08e20d4077161f12f,250000,250000,667382,1e-18,,8.789e-14
0x423ab1faae489f431b4e5b0993791fa9156e08b8627bd1cf3d061722c077d344,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,1852360,0.0,,0.0
0x4243044550a9b1c1c4a419e2f8c2dc326085deb4138148c8fc0affa2968195ee,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,90000,90000,1317000,0.0,,0.0
0x4246bcb0d585e3c2e94a817c42bc2368186622b94802d2d24dabee3b68b363f1,0xee219c1ebfc96f2ad1fc3f6398d4bc9abec94b44,0x8412ab39fc267f37249a4380f00ca19c8219b124,132442,32442,32442,0.0,,2.0
0x424dc416e6404718744f44c2880b751924de2f339358b8b05076f1d6725e25e2,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,69055,69055,1e-18,,7.3357e-14
0x42552b0b74fa64bafbd62a9a4f49a77680e3ef392123249488043d0ecfb033ca,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,69055,694362,1e-18,,7.3357e-14
0x42807c8b226e38f1c272b29c752840d63786a3f2a47b9123e6d6ab0dc34732da,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,2143992,0.0,,0.0
0x4286a5738d7798f42ff120130a42e68e623764fad11d73d92b2f2fd682f153c2,0x54daeb3e8a6bbc797e4ad2b0339f134b186e4637,0xbaa54d6e90c3f4d7ebec11bd180134c7ed8ebb52,500000,500000,500000,0.1,,1.16e-16
0x428e99e7c5a341f7e8dfda9d16ecae00602b91978cfdf6d2add4b2288a2c226a,0xfcf9f6a78f06227522c6f948ec0119da31680ef7,0x109c4f2ccc82c4d77bde15f306707320294aea3f,500000,500000,500000,1.0,,9.0
0x42a75346210218fb5f980d49061427a3c31daeb7918ca84fa741871791a2675b,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,3072644,0.0,,0.0
0x42b84b7dee157484e593b40ccdbc859d051b5aa4530b89edd0a631f64b732efd,0x97048e692bd3572c6f0155cab9b85ccf1f233d10,0x7de5aba7de728950c92c57d08e20d4077161f12f,250000,250000,436382,1e-18,,8.789e-14
0x42e8fb136187214782c6f9d20f313845fe35dfe3a90da76673fe8a0fb45ee43b,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,2774322,0.0,,0.0
0x42ebc16e21c3465b23cabbe64270e3ec6bec49c5c3659553893dcb5939367280,0xd17547300be3f6da464d2e2d8da2be1e02740394,0x235782db5e2aa20e5faa033070355e2e55b086fc,210000,210000,583279,349.9,,0.0
0x4317da97e7f46794c0109a46ae244368995276b7e07b8f7d916a752d54bca6b8,0xdfed9b1945150381db1431dad2b74d79023de87c,0x25f226f9eb8990f8a4cd1c94ca0cdeffe0223c69,90000,90000,90000,0.0,,0.0
0x43251152b3a988804ec82b7a40b1f9bd0b009660505161ddad80f4d463364896,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,69055,287980,1e-18,,7.3357e-14
0x4339f84c84e5da96207e9f840a54767e0690c17c4fb9aab9369fb6c27a0357e5,0xe422763a8ccb24110f1574e354f07605137c1fa1,0x2faa316fc4624ec39adc2ef7b5301124cfb68777,2500000,2500000,2521000,0.0,,10.2128
0x4341bfbb6fa728457811d33f14f2fd3742a03f77ce91960644ada8e7340be540,0x54daeb3e8a6bbc797e4ad2b0339f134b186e4637,0xbaa54d6e90c3f4d7ebec11bd180134c7ed8ebb52,500000,500000,500000,0.1,,1.16e-16
0x43440c9f1b54cf55f0f2e07c0c2e4300bd73bf154e118304a103ae93e94fe69f,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,2679258,0.0,,0.0
0x4346be3d60c56ece87c77b7de69d6789852257292e6324d46bc26ffe291b467d,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,2204194,0.0,,0.0
0x43479498c700f75d99c7dd676183c5eff9e91a70a2e2ed13d63454acd0b45db8,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,69055,483193,1e-18,,7.3357e-14
0x436c0a7583c82b0901ebb872377a9deec91ef9401494f154c0d2c71c43446c88,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,68991,218925,1e-18,,7.3357e-14
0x436ed3a3c30ba597e27b47bca2ae05fbd7461927ca5f55886480216afd6bc1ed,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,214444,0.0,,0.0
0x4384ec9f872e4f87b0a0a62f547199b62ee3a99d636f0d6b15c77ad895c56551,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,470824,0.0,,0.0
0x4386cd425b4ad50992b6e56107fb0303feea96fa456519dfcad2c65c36e53486,0x238e2f1f11edf36df21a79a3356ad62587f0e7ae,0x7de5aba7de728950c92c57d08e20d4077161f12f,250000,250000,436382,1e-18,,8.789e-14
0x43a6863ca4b6540cf122b6ab82f71b17053cfd31f4baf4a8701756a81a3a9c6e,0xe422763a8ccb24110f1574e354f07605137c1fa1,0x2faa316fc4624ec39adc2ef7b5301124cfb68777,2500000,2500000,2640291,0.0,,10.2128
0x43a6a9758a524e403e08a5ab75543f5fba8b2a01dd07738beedea348f4b1b10e,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,69055,414138,1e-18,,7.3357e-14
0x43cddba6878dbd05ebf2272914c5572427962867feb1a0594d4242f09a75a433,0xe422763a8ccb24110f1574e354f07605137c1fa1,0x2faa316fc4624ec39adc2ef7b5301124cfb68777,2500000,2500000,2752000,0.0,,10.2128
0x43d43f51881112186447f95a8bee8b5e8e1419b8ad4069878fa3209df61293ec,0xe422763a8ccb24110f1574e354f07605137c1fa1,0x2faa316fc4624ec39adc2ef7b5301124cfb68777,2500000,2500000,2735888,0.0,,10.2128
0x43d46deb06ff24dabdec5f9ff0408e8760949e2a9e255a081e80fe4667336a28,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,1188284,0.0,,0.0
0x43d970af8c54e2803e3c3c37c2f4c2cc87221ab130586ed002f3c8959d813bd1,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,68991,887893,1e-18,,7.3357e-14
0x440d68c8665a19cb5a53d87a0b1eecfe548c2661ccf60490c6241082593a33eb,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,1167220,0.0,,0.0
0x440d7831f2a7a072eeec77480af31889dd254ac11628893bca2ceba5104a18bf,0x8b8b14fc16ffa636cb95634a35d7351505e92694,0xb21f8684f23dbb1008508b4de91a0aaedebdb7e4,2500000,2500000,2521000,0.0,,0.0
0x440fc9b9c22ca22d8be51a424102e8516fb86b1837a7516ee5cf34e47c0f4a1b,0x39afc3556daa4d11a0a8f16ec1a490cd84aa6945,0xb1cc674080664326f32eb28263b9767da354674e,800000,32395,32395,0.001,,0.0021
0x44156d5f374955dac5b3c358651ee81e5dee5545ddf9dd21ab59f172d49b070a,0x2fe460838609764ef28edd3383c04dcce4e4f3ce,0x7de5aba7de728950c92c57d08e20d4077161f12f,250000,250000,250000,1e-18,,8.789e-14
0x4435e8561578b6bfb3cb311721847770d7ca1f82e8431751c8086bac7a69d5a5,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,2206586,0.0,,0.0
0x4441aaf7c81c2fb7ed774f99c135a281f1b469ab275267c649546ce807fc672d,0x48175da4c20313bcb6b62d74937d3ff985885701,0x1158c3c9a70e85d8358972810ed984c8e6ffcf0f,95000,95000,868450,0.0,,0.0
0x445cdba8b83c43b05e7a66b095b83e0d0e40db07f0e9a7ef0ca56a0b3c546d2f,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,68927,129938,1e-18,,7.3357e-14
0x446f2f4533cefc93b92644fe53f71356dfe4ae55075c70a3ed9c574020eec862,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,69055,138110,1e-18,,7.3357e-14
0x4471fda93474e63194d771b349e55c71e3f675b03fbd127a4748803cd9270316,0x1f93b5e75a04b225816935c3d65f552cac88a61b,0x9af09991ad63814e53ffc1bccf213ee74027608b,250000,68991,137982,1e-18,,7.3357e-14
